시설번호,시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,설치연도,출수압력,관할기관명,관할기관전화번호,데이터기준일자,geometry,index_right,BASE_DATE,ADM_CD,ADM_NM
중부-봉덕-상1-3-116,1,대구광역시,남구,27200,대구광역시 남구 삼정길 86-2,대구광역시 남구 봉덕3동 1412-1,35.83986711,128.5933565425,이목공방 앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5933565425 35.83986711),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-117,2,대구광역시,남구,27200,대구광역시 남구 봉덕남로 121,대구광역시 남구 봉덕3동 704-7,35.8417519227,128.5956491286,우리유리 앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5956491286 35.8417519227),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-118,1,대구광역시,남구,27200,대구광역시 남구 이천로 39,대구광역시 남구 봉덕3동 632-1,35.8445820935,128.5980062919,대원한의원 앞,봉덕119안전센터,N,2019,3.6,중부소방서,053-601-4573,2024-02-07,POINT (128.5980062919 35.8445820935),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-119,2,대구광역시,남구,27200,대구광역시 남구 이천로 12,대구광역시 남구 봉덕3동 624-3,35.8418113146,128.5982781,대광빌딩 앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5982781 35.8418113146),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-120,2,대구광역시,남구,27200,대구광역시 남구 삼정길 7,대구광역시 남구 봉덕3동 1314-22,35.8403738021,128.5975340641,로즈빌 앞,봉덕119안전센터,N,1970,3.2,중부소방서,053-601-4573,2024-02-07,POINT (128.5975340641 35.8403738021),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-121,2,대구광역시,남구,27200,대구광역시 남구 대덕로 143,대구광역시 남구 봉덕3동 623-18,35.84110081,128.5985015015,브리지스톤타이어 앞,봉덕119안전센터,N,1970,3.3,중부소방서,053-601-4573,2024-02-07,POINT (128.5985015015 35.84110081),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-122,1,대구광역시,남구,27200,대구광역시 남구 삼정4길 8-2,대구광역시 남구 봉덕3동 641-65,35.83942731,128.5929991146,소리울피아노 앞,봉덕119안전센터,N,1970,3.2,중부소방서,053-601-4573,2024-02-07,POINT (128.5929991146 35.83942731),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-123,2,대구광역시,남구,27200,대구광역시 남구 효성로 51,대구광역시 남구 봉덕3동 1292-168,35.83803771,128.5987093952,예림공방 앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5987093952 35.83803771),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-124,2,대구광역시,남구,27200,대구광역시 남구 삼정1길 55,대구광역시 남구 봉덕3동 1361-10,35.83792021,128.5968586,앞산태왕아너스 동편,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.5968586 35.83792021),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-125,2,대구광역시,남구,27200,대구광역시 남구 앞산순환로 669,대구광역시 남구 봉덕3동 1278-3,35.8329985519,128.5974641,굿모닝인테리어앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5974641 35.8329985519),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-126,2,대구광역시,남구,27200,대구광역시 남구 대덕로 166,대구광역시 남구 봉덕2동 1019-72,35.8406563625,128.602138878,앞산힐스테이트 상가 앞,봉덕119안전센터,N,1970,3.6,중부소방서,053-601-4573,2024-02-07,POINT (128.602138878 35.8406563625),729,20240630,22040540,봉덕2동
중부-봉덕-하1-3-129,2,대구광역시,남구,27200,대구광역시 남구 효동길 68,대구광역시 남구 봉덕2동 1283-89,35.8372500502,128.6003589893,정아머리방건너편,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6003589893 35.8372500502),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-130,1,대구광역시,남구,27200,대구광역시 남구 신촌길 17,대구광역시 남구 봉덕2동 1289-4,35.83844611,128.5998329159,영광카센타앞,봉덕119안전센터,Y,1970,4.1,중부소방서,053-601-4573,2024-02-07,POINT (128.5998329159 35.83844611),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-131,2,대구광역시,남구,27200,대구광역시 남구 효성로 42-1,대구광역시 남구 봉덕3동 1292-200,35.8370909208,128.599261613,아트살롱드앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.599261613 35.8370909208),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-132,2,대구광역시,남구,27200,대구광역시 남구 효성중앙길 21,대구광역시 남구 봉덕2동 1155-23,35.8358249902,128.6013183952,GS25 봉덕효성점 서편,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6013183952 35.8358249902),729,20240630,22040540,봉덕2동
중부-봉덕-하1-3-134,2,대구광역시,남구,27200,대구광역시 남구 봉덕로21길 55,대구광역시 남구 봉덕1동 743-2,35.84715111,128.6004317864,훈포차 앞,봉덕119안전센터,N,1970,3.7,중부소방서,053-601-4573,2024-02-07,POINT (128.6004317864 35.84715111),528,20240630,22040530,봉덕1동
중부-봉덕-하1-3-135,2,대구광역시,남구,27200,대구광역시 남구 봉덕로27길 36,대구광역시 남구 봉덕1동 964-12,35.8463013028,128.602835946,태경유통 앞,봉덕119안전센터,N,1970,3.6,중부소방서,053-601-4573,2024-02-07,POINT (128.602835946 35.8463013028),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-136,1,대구광역시,남구,27200,대구광역시 남구 봉덕로 23,대구광역시 남구 봉덕1동 595-8,35.8454299326,128.5932537627,구.롯데하이마트 앞,봉덕119안전센터,N,1970,4.0,중부소방서,053-601-4573,2024-02-07,POINT (128.5932537627 35.8454299326),528,20240630,22040530,봉덕1동
중부-봉덕-하1-3-137,2,대구광역시,남구,27200,대구광역시 남구 희망로 19,대구광역시 남구 이천동 157-3,35.8479266403,128.6007315819,대성할인마트 앞,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.6007315819 35.8479266403),834,20240630,22040510,이천동
중부-봉덕-하1-3-138,2,대구광역시,남구,27200,대구광역시 남구 중앙대로 162,대구광역시 남구 봉덕1동 1008-16,35.84763911,128.5908715932,복십자의원 앞,봉덕119안전센터,N,1970,4.2,중부소방서,053-601-4573,2024-02-07,POINT (128.5908715932 35.84763911),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-139,1,대구광역시,남구,27200,대구광역시 남구 희망로3길 29,대구광역시 남구 봉덕1동 481-11,35.84905811,128.5992844366,봉덕안전센터 내,봉덕119안전센터,N,1970,4.1,중부소방서,053-601-4573,2024-02-07,POINT (128.5992844366 35.84905811),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-140,1,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 57,대구광역시 남구 봉덕3동 717-25,35.84291251,128.5935902422,마야앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5935902422 35.84291251),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-141,1,대구광역시,남구,27200,대구광역시 남구 희망로 2-3,대구광역시 남구 봉덕1동 492-9,35.84778111,128.5988121,태영생고기 동편,봉덕119안전센터,N,1970,3.8,중부소방서,053-601-4573,2024-02-07,POINT (128.5988121 35.84778111),528,20240630,22040530,봉덕1동
중부-봉덕-하1-3-142,2,대구광역시,남구,27200,대구광역시 남구 효성로 62,대구광역시 남구 봉덕3동 1319-6,35.8389247573,128.5987506,센스장식앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5987506 35.8389247573),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-143,2,대구광역시,남구,27200,대구광역시 남구 효성로 32,대구광역시 남구 봉덕3동 1327-64,35.8362839373,128.5996344091,대원각 건너편,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.5996344091 35.8362839373),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-144,2,대구광역시,남구,27200,대구광역시 남구 봉덕로20길 32,대구광역시 남구 봉덕3동 558-12,35.8431378431,128.6006180662,남행 앞,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.6006180662 35.8431378431),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-145,2,대구광역시,남구,27200,대구광역시 남구 대덕로 193,대구광역시 남구 봉덕2동 920-4,35.8415856473,128.6039066729,채송화어린이집,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6039066729 35.8415856473),729,20240630,22040540,봉덕2동
중부-봉덕-상1-3-146,1,대구광역시,남구,27200,대구광역시 남구 희망로5길 15,대구광역시 남구 이천동 754-13,35.8485188994,128.6005064013,호동원 서편,봉덕119안전센터,N,1998,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6005064013 35.8485188994),834,20240630,22040510,이천동
중부-봉덕-상1-3-147,1,대구광역시,남구,27200,대구광역시 남구 이천로29길 28-1,대구광역시 남구 이천동 441-11,35.853382381,128.5969852262,서봉사 계단 밑,봉덕119안전센터,N,1999,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5969852262 35.853382381),834,20240630,22040510,이천동
중부-봉덕-하1-3-148,2,대구광역시,남구,27200,대구광역시 남구 봉덕로 126,대구광역시 남구 봉덕1동 748-121,35.8443030703,128.6042224867,남대구골프피팅 앞,봉덕119안전센터,N,1970,4.1,중부소방서,053-601-4573,2024-02-07,POINT (128.6042224867 35.8443030703),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-149,1,대구광역시,남구,27200,대구광역시 남구 명덕로64길 19,대구광역시 남구 이천동 198-52,35.8540083526,128.6051500287,주. 애니웜 앞,봉덕119안전센터,N,1970,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6051500287 35.8540083526),834,20240630,22040510,이천동
중부-봉덕-상1-3-150,1,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 13,대구광역시 남구 봉덕3동 1007-18,35.84293711,128.5913648,안다미로 앞,봉덕119안전센터,N,2001,3.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5913648 35.84293711),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-151,1,대구광역시,남구,27200,대구광역시 남구 중앙대로32길 74-1,대구광역시 남구 봉덕1동 587-1,35.84748111,128.5948061,네일8번가 앞,봉덕119안전센터,Y,2022,4.2,중부소방서,053-601-4573,2024-02-07,POINT (128.5948061 35.84748111),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-152,1,대구광역시,남구,27200,대구광역시 남구 봉덕로25길 29,대구광역시 남구 봉덕1동 975-13,35.84598311,128.6020698323,복든빌 앞,봉덕119안전센터,N,1970,4.3,중부소방서,053-601-4573,2024-02-07,POINT (128.6020698323 35.84598311),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-153,1,대구광역시,남구,27200,대구광역시 남구 봉덕로9길 29-2,대구광역시 남구 봉덕1동 574-14,35.8463841933,128.595518914,청도얼음막걸리 앞,봉덕119안전센터,Y,2016,4.2,중부소방서,053-601-4573,2024-02-07,POINT (128.595518914 35.8463841933),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-154,1,대구광역시,남구,27200,대구광역시 남구 명덕로 322,대구광역시 남구 이천동 200-13,35.8548387371,128.6051379905,태오빌딩 앞,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.6051379905 35.8548387371),834,20240630,22040510,이천동
중부-봉덕-상1-3-155,1,대구광역시,남구,27200,대구광역시 남구 이천로28길 8-71,대구광역시 남구 이천동 315-17,35.8521207554,128.6000076,이천로 28길 8-88 앞,봉덕119안전센터,N,1970,3.7,중부소방서,053-601-4573,2024-02-07,POINT (128.6000076 35.8521207554),834,20240630,22040510,이천동
중부-봉덕-하1-3-156,2,대구광역시,남구,27200,대구광역시 남구 효성로 19,대구광역시 남구 봉덕3동 1322-14,35.8352673799,128.6000046491,미리내상가 앞,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.6000046491 35.8352673799),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-157,1,대구광역시,남구,27200,대구광역시 남구 삼정길 25,대구광역시 남구 봉덕3동 669-1,35.8401562193,128.5963442837,신흥맨션 동편앞,봉덕119안전센터,N,1970,3.7,중부소방서,053-601-4573,2024-02-07,POINT (128.5963442837 35.8401562193),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-158,1,대구광역시,남구,27200,대구광역시 남구 봉덕로 111,대구광역시 남구 봉덕1동 531-1,35.84476311,128.6026360103,"공주네식당 앞,봉덕회관후문",봉덕119안전센터,N,1970,4.2,중부소방서,053-601-4573,2024-02-07,POINT (128.6026360103 35.84476311),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-159,1,대구광역시,남구,27200,대구광역시 남구 봉덕로27길 14,대구광역시 남구 봉덕1동 963-11,35.8452733485,128.6028021,대백옷수선 앞,봉덕119안전센터,N,2005,4.0,중부소방서,053-601-4573,2024-02-07,POINT (128.6028021 35.8452733485),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-160,1,대구광역시,남구,27200,대구광역시 남구 고산3길 67,대구광역시 남구 봉덕2동 1253-3,35.83016511,128.6027365835,해룡사 남편,봉덕119안전센터,N,1970,4.2,중부소방서,053-601-4573,2024-02-07,POINT (128.6027365835 35.83016511),729,20240630,22040540,봉덕2동
중부-봉덕-상1-3-161,1,대구광역시,남구,27200,대구광역시 남구 이천로 122,대구광역시 남구 이천동 417-26,35.8521263891,128.5987516535,백두유리금속앞,봉덕119안전센터,Y,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5987516535 35.8521263891),834,20240630,22040510,이천동
중부-봉덕-하1-3-162,2,대구광역시,남구,27200,대구광역시 남구 이천로10길 50,대구광역시 남구 봉덕2동 537-18,35.84387211,128.6011121769,개나리어린이 공원 동편,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6011121769 35.84387211),729,20240630,22040540,봉덕2동
중부-봉덕-상1-3-163,1,대구광역시,남구,27200,대구광역시 남구 이천로 52,대구광역시 남구 봉덕1동 604-4,35.8457381504,128.5986108935,예가복어 서편,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5986108935 35.8457381504),528,20240630,22040530,봉덕1동
중부-봉덕-하1-3-164,2,대구광역시,남구,27200,대구광역시 남구 봉덕로18길 22-1,대구광역시 남구 봉덕3동 614-10,35.8436041874,128.5994691,제일세탁공장북편,봉덕119안전센터,N,1970,3.2,중부소방서,053-601-4573,2024-02-07,POINT (128.5994691 35.8436041874),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-165,1,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 193,대구광역시 남구 봉덕2동 540-45,35.84225511,128.6012006229,놀란돼지앞,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6012006229 35.84225511),729,20240630,22040540,봉덕2동
중부-봉덕-하1-3-166,2,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 156,대구광역시 남구 봉덕3동 618-1,35.8421787979,128.5992342739,성도교회 동편,봉덕119안전센터,N,1970,3.4,중부소방서,053-601-4573,2024-02-07,POINT (128.5992342739 35.8421787979),730,20240630,22040550,봉덕3동
중부-봉덕-하1-3-167,2,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 172,대구광역시 남구 봉덕3동 562-1,35.8421996892,128.5999528675,성진전기 동편,봉덕119안전센터,N,1970,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5999528675 35.8421996892),730,20240630,22040550,봉덕3동
중부-봉덕-상1-3-168,1,대구광역시,남구,27200,대구광역시 남구 대봉로 80,대구광역시 남구 봉덕1동 959-1,35.8458918303,128.6042261553,대원식당앞,봉덕119안전센터,Y,2023,3.8,중부소방서,053-601-4573,2024-02-07,POINT (128.6042261553 35.8458918303),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-169,1,대구광역시,남구,27200,대구광역시 남구 이천로29길 47,대구광역시 남구 이천동 452-2,35.85252411,128.5968263603,세경빌라 앞,봉덕119안전센터,N,2019,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.5968263603 35.85252411),834,20240630,22040510,이천동
중부-봉덕-하1-3-170,2,대구광역시,남구,27200,대구광역시 남구 대덕로 196,대구광역시 남구 봉덕동 920-10,35.8409509446,128.6043203186,세림크리링북편대로상,봉덕119안전센터,N,1998,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6043203186 35.8409509446),729,20240630,22040540,봉덕2동
중부-봉덕-하1-3-171,2,대구광역시,남구,27200,대구광역시 남구 용두2길 25,대구광역시 남구 봉덕동 1224-1,35.8307070714,128.6039411,신현경스포츠 앞,봉덕119안전센터,N,2002,4.5,중부소방서,053-601-4573,2024-02-07,POINT (128.6039411 35.8307070714),729,20240630,22040540,봉덕2동
중부-봉덕-하1-3-172,2,대구광역시,남구,27200,대구광역시 남구 대봉로3길 6,대구광역시 남구 봉덕동 1027-26,35.83968811,128.6041148,쇼파리폼집 앞,봉덕119안전센터,N,2002,4.3,중부소방서,053-601-4573,2024-02-07,POINT (128.6041148 35.83968811),729,20240630,22040540,봉덕2동
중부-봉덕-상1-3-173,1,대구광역시,남구,27200,대구광역시 남구 봉덕로1길 34,대구광역시 남구 봉덕동 730-36,35.8469199069,128.5914506725,세븐일레븐 앞,봉덕119안전센터,Y,2021,3.8,중부소방서,053-601-4573,2024-02-07,POINT (128.5914506725 35.8469199069),528,20240630,22040530,봉덕1동
중부-봉덕-상1-3-174,1,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 95,대구광역시 남구 봉덕동 701-9,35.8428025788,128.5957909249,CU대구봉덕중앙점 앞,봉덕119안전센터,N,2022,3.8,중부소방서,053-601-4573,2024-02-07,POINT (128.5957909249 35.8428025788),730,20240630,22040550,봉덕3동
동부-신천-상2-1-1,1,대구광역시,동구,27140,대구광역시 동구 아양로 45,대구광역시 동구 신암동 592-2,35.88230511,128.6189875362,송이비인후과 옆,신천119안전센터,Y,2020,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6189875362 35.88230511),2494,20240630,22020510,신암1동
동부-신천-상2-1-2,1,대구광역시,동구,27140,대구광역시 동구 아양로 53-2,대구광역시 동구 신암동 603-451,35.88269311,128.6198151,오동나무통닭옆,신천119안전센터,N,2019,4.1,동부소방서,053-605-5323,2024-02-07,POINT (128.6198151 35.88269311),2494,20240630,22020510,신암1동
동부-신천-하2-1-3,2,대구광역시,동구,27140,대구광역시 동구 아양로11길 13,대구광역시 동구 신암동 601-21,35.8836460075,128.6201872667,오케이포인트마트 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6201872667 35.8836460075),2494,20240630,22020510,신암1동
동부-신천-상2-1-4,1,대구광역시,동구,27140,대구광역시 동구 아양로9길 16-7,대구광역시 동구 신암동 607-41,35.8837457796,128.6193643376,동진참기름 서남편,신천119안전센터,N,2019,3.8,동부소방서,053-605-5323,2024-02-07,POINT (128.6193643376 35.8837457796),2494,20240630,22020510,신암1동
동부-신천-상2-1-5,1,대구광역시,동구,27140,대구광역시 동구 신암남로23길 13,대구광역시 동구 신암동 258-16,35.8816831828,128.6277214455,동림맨션 지하주차장 입구 앞,신천119안전센터,N,2019,4.2,동부소방서,053-605-5323,2024-02-07,POINT (128.6277214455 35.8816831828),2906,20240630,22020540,신암4동
동부-신천-하2-1-6,2,대구광역시,동구,27140,대구광역시 동구 평화로 79,대구광역시 동구 신암동 610-3,35.8851207874,128.6223941,만성종합장식 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6223941 35.8851207874),2494,20240630,22020510,신암1동
동부-신천-하2-1-8,2,대구광역시,동구,27140,대구광역시 동구 아양로9길 16-19,대구광역시 동구 신암동 606-3,35.88415711,128.6195617007,동해식당 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6195617007 35.88415711),2494,20240630,22020510,신암1동
동부-신천-상2-1-9,1,대구광역시,동구,27140,대구광역시 동구 평화로 53-1,대구광역시 동구 신암동 607,35.88468311,128.6195843464,에코어린이집 북동편,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6195843464 35.88468311),2494,20240630,22020510,신암1동
동부-신천-하2-1-11,2,대구광역시,동구,27140,대구광역시 동구 아양로9길 35,대구광역시 동구 신암동 1846,35.8851835165,128.6182968936,에일린부동산 동편,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6182968936 35.8851835165),2494,20240630,22020510,신암1동
동부-신천-상2-1-13,1,대구광역시,동구,27140,대구광역시 동구 신암북로 42-2,대구광역시 동구 신암동 635-64,35.8867562808,128.6202675788,해링턴플레이스동대구 101동 맞은편,신천119안전센터,N,2019,3.8,동부소방서,053-605-5323,2024-02-07,POINT (128.6202675788 35.8867562808),2494,20240630,22020510,신암1동
동부-신천-하2-1-14,2,대구광역시,동구,27140,대구광역시 동구 아양로7길 15-13,대구광역시 동구 신암동 788-1,35.8830937001,128.6160341,구경학술원 맞은편,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6160341 35.8830937001),2494,20240630,22020510,신암1동
동부-신천-상2-1-15,1,대구광역시,동구,27140,,대구광역시 동구 신암동 662-21,35.8897061547,128.6182092063,해링턴플레이스동대구아파트 116동 115동 사이,신천119안전센터,Y,2023,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6182092063 35.8897061547),2494,20240630,22020510,신암1동
동부-신천-하2-1-16,2,대구광역시,동구,27140,대구광역시 동구 신암북로11길 49-1,대구광역시 동구 신암동 674-8,35.88964111,128.6210320784,해링턴플레이스동대구 107동 동편,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6210320784 35.88964111),2494,20240630,22020510,신암1동
동부-신천-하2-1-17,2,대구광역시,동구,27140,대구광역시 동구 아양로15길 57,대구광역시 동구 신암동 623-31,35.8856862492,128.6229517161,신암보성1차아파트 서편(제일마트 건너),신천119안전센터,N,2019,3.8,동부소방서,053-605-5323,2024-02-07,POINT (128.6229517161 35.8856862492),2494,20240630,22020510,신암1동
동부-신천-상2-1-18,1,대구광역시,동구,27140,대구광역시 동구 아양로 7,대구광역시 동구 신암동 802-2,35.88142511,128.614983828,모두모아가구 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.614983828 35.88142511),2494,20240630,22020510,신암1동
동부-신천-하2-1-19,2,대구광역시,동구,27140,대구광역시 동구 신성로 30,대구광역시 동구 신암동 461-1,35.878569717,128.610829053,신암그린타운 104동 뒤,신천119안전센터,N,2019,3.9,동부소방서,053-605-5323,2024-02-07,POINT (128.610829053 35.878569717),2592,20240630,22020520,신암2동
동부-신천-상2-1-20,1,대구광역시,동구,27140,대구광역시 동구 신암로20길 39,대구광역시 동구 신암동 480,35.8793664895,128.611830882,신천자이부동산 건너편 삼거리,신천119안전센터,Y,2021,4.1,동부소방서,053-605-5323,2024-02-07,POINT (128.611830882 35.8793664895),2592,20240630,22020520,신암2동
동부-신천-하2-1-22,2,대구광역시,동구,27140,대구광역시 동구 신암로 76,대구광역시 동구 신암동 1289-2,35.8778079509,128.6089541,신암2동 우체국 동편 횡단보도상,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6089541 35.8778079509),2592,20240630,22020520,신암2동
동부-신천-하2-1-23,2,대구광역시,동구,27140,대구광역시 동구 신암로 60-1,대구광역시 동구 신암동 1297-4,35.87749211,128.6074061,더원프로퍼티 주차장 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6074061 35.87749211),2592,20240630,22020520,신암2동
동부-신천-하2-1-24,2,대구광역시,동구,27140,대구광역시 동구 신암로 128,대구광역시 동구 신암동 501-1,35.8806453685,128.6132817689,한국디지털직업전문학교 입구,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6132817689 35.8806453685),2592,20240630,22020520,신암2동
동부-신천-하2-1-25,2,대구광역시,동구,27140,대구광역시 동구 신암로 114,대구광역시 동구 신암동 1186-22,35.8804077332,128.6118941,루이카스텔 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6118941 35.8804077332),2592,20240630,22020520,신암2동
동부-신천-상2-1-26,1,대구광역시,동구,27140,대구광역시 동구 송라로 155,대구광역시 동구 신암동 485-1,35.8802031339,128.6140228723,상수도사업본부 동부사무소 입구,신천119안전센터,N,2019,3.8,동부소방서,053-605-5323,2024-02-07,POINT (128.6140228723 35.8802031339),2592,20240630,22020520,신암2동
동부-신천-하2-1-27,2,대구광역시,동구,27140,대구광역시 동구 신성로 87,대구광역시 동구 신암동 486-12,35.8788548013,128.6147370468,미가참숯생맛구이 앞,신천119안전센터,N,2019,4.2,동부소방서,053-605-5323,2024-02-07,POINT (128.6147370468 35.8788548013),2592,20240630,22020520,신암2동
동부-신천-하2-1-28,2,대구광역시,동구,27140,대구광역시 동구 신암로16길 22,대구광역시 동구 신천동 566-3,35.8766765919,128.6105841,한진사택 가동 출입구 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6105841 35.8766765919),2592,20240630,22020520,신암2동
동부-신천-하2-1-29,2,대구광역시,동구,27140,대구광역시 동구 신성로 111,대구광역시 동구 신암동 489-1,35.8765595444,128.6151633533,동신초등학교 남서편,신천119안전센터,N,2019,3.8,동부소방서,053-605-5323,2024-02-07,POINT (128.6151633533 35.8765595444),2592,20240630,22020520,신암2동
동부-신천-상2-1-31,1,대구광역시,동구,27140,대구광역시 동구 신암남로 45,대구광역시 동구 신암동 208-1,35.8796933275,128.6209699792,동대구초등학교 남서편,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6209699792 35.8796933275),2670,20240630,22020530,신암3동
동부-신천-하2-1-32,2,대구광역시,동구,27140,대구광역시 동구 평화로 68,대구광역시 동구 신암동 603-154,35.88468711,128.6211087224,농협 서편 오거리,신천119안전센터,N,2019,3.9,동부소방서,053-605-5323,2024-02-07,POINT (128.6211087224 35.88468711),2494,20240630,22020510,신암1동
동부-신천-상2-1-34,1,대구광역시,동구,27140,대구광역시 동구 신암북로 93,대구광역시 동구 신암동 1655-11,35.8883102099,128.6258072,동대구역센텀화성파크드림 103동 북편,신천119안전센터,N,2019,4.1,동부소방서,053-605-5323,2024-02-07,POINT (128.6258072 35.8883102099),2906,20240630,22020540,신암4동
동부-신천-상2-1-35,1,대구광역시,동구,27140,대구광역시 동구 아양로6길 16,대구광역시 동구 신암동 174-1,35.8807956331,128.6166771,백년한우 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6166771 35.8807956331),2670,20240630,22020530,신암3동
동부-신천-하2-1-36,2,대구광역시,동구,27140,대구광역시 동구 아양로11길 81-11,대구광역시 동구 신암동 625-118,35.8872947905,128.6240431,신원빌라2차 앞,신천119안전센터,N,2019,4.0,동부소방서,053-605-5323,2024-02-07,POINT (128.6240431 35.8872947905),2906,20240630,22020540,신암4동
